"","file.number","day","hms","file.directory"
"308"," photos","2023-07-26","00:57:16","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3227.jpg"
"309"," photos","2023-07-26","00:57:24","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3228.jpg"
"310"," photos","2023-07-26","00:58:14","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3229.jpg"
"311"," photos","2023-07-26","00:58:26","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3230.jpg"
"312"," photos","2023-07-26","00:58:30","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3231.jpg"
"313"," photos","2023-07-26","00:58:36","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3232.jpg"
"314"," photos","2023-07-26","00:58:50","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3233.jpg"
"315"," photos","2023-07-26","00:59:50","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3234.jpg"
"316"," photos","2023-07-26","10:26:32","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3235.jpg"
"317"," photos","2023-07-26","01:00:24","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3236.jpg"
"318"," photos","2023-07-26","01:00:34","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3237.jpg"
"319"," photos","2023-07-26","01:00:38","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3238.jpg"
"320"," photos","2023-07-26","01:00:42","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3239.jpg"
"321"," photos","2023-07-26","01:00:46","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3240.jpg"
"322"," photos","2023-07-26","01:00:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3241.jpg"
"323"," photos","2023-07-26","01:01:18","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3242.jpg"
"324"," photos","2023-07-26","01:02:42","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3243.jpg"
"325"," photos","2023-07-26","10:24:05","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3244.jpg"
"326"," photos","2023-07-26","01:03:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3245.jpg"
"327"," photos","2023-07-26","01:03:48","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3246.jpg"
"328"," photos","2023-07-26","01:03:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3247.jpg"
"329"," photos","2023-07-26","01:05:24","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3248.jpg"
"330"," photos","2023-07-26","10:31:45","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3249.jpg"
"331"," photos","2023-07-26","01:05:40","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3250.jpg"
"332"," photos","2023-07-26","01:06:28","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3251.jpg"
"333"," photos","2023-07-26","01:06:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3252.jpg"
"334"," photos","2023-07-26","01:06:50","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3253.jpg"
"335"," photos","2023-07-26","01:06:54","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3254.jpg"
"336"," photos","2023-07-26","01:07:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3255.jpg"
"337"," photos","2023-07-26","01:07:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3256.jpg"
"338"," photos","2023-07-26","01:07:18","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3257.jpg"
"339"," photos","2023-07-26","01:07:28","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3258.jpg"
"340"," photos","2023-07-26","01:08:04","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3259.jpg"
"341"," photos","2023-07-26","01:08:24","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3260.jpg"
"342"," photos","2023-07-26","01:08:32","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3261.jpg"
"343"," photos","2023-07-26","01:08:36","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3262.jpg"
"344"," photos","2023-07-26","01:08:42","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3263.jpg"
"345"," photos","2023-07-26","10:31:05","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3264.jpg"
"346"," photos","2023-07-26","01:08:56","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3265.jpg"
"347"," photos","2023-07-26","01:09:02","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3266.jpg"
"348"," photos","2023-07-26","01:09:08","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3267.jpg"
"349"," photos","2023-07-26","01:09:34","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3268.jpg"
"350"," photos","2023-07-26","01:09:46","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3269.jpg"
"351"," photos","2023-07-26","01:11:18","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3270.jpg"
"352"," photos","2023-07-26","01:11:28","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3271.jpg"
"353"," photos","2023-07-26","01:11:32","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3272.jpg"
"354"," photos","2023-07-26","01:12:06","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3273.jpg"
"355"," photos","2023-07-26","01:12:22","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3274.jpg"
"356"," photos","2023-07-26","01:12:36","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3275.jpg"
"357"," photos","2023-07-26","01:12:48","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3276.jpg"
"358"," photos","2023-07-26","01:12:56","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3277.jpg"
"359"," photos","2023-07-26","01:13:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3278.jpg"
"360"," photos","2023-07-26","10:33:34","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3279.jpg"
"361"," photos","2023-07-26","01:13:08","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3280.jpg"
"362"," photos","2023-07-26","01:14:08","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3281.jpg"
"363"," photos","2023-07-26","01:14:14","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3282.jpg"
"364"," photos","2023-07-26","01:14:46","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3283.jpg"
"365"," photos","2023-07-26","01:14:50","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3284.jpg"
"366"," photos","2023-07-26","01:15:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3285.jpg"
"367"," photos","2023-07-26","01:15:16","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3286.jpg"
"368"," photos","2023-07-26","01:15:20","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3287.jpg"
"369"," photos","2023-07-26","01:15:24","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3288.jpg"
"370"," photos","2023-07-26","01:16:32","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3289.jpg"
"371"," photos","2023-07-26","01:16:40","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3290.jpg"
"372"," photos","2023-07-26","01:16:48","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3291.jpg"
"373"," photos","2023-07-26","01:17:04","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3292.jpg"
"374"," photos","2023-07-26","01:17:34","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3293.jpg"
"375"," photos","2023-07-26","01:17:38","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3294.jpg"
"376"," photos","2023-07-26","01:17:42","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3295.jpg"
"377"," photos","2023-07-26","01:18:08","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3296.jpg"
"378"," photos","2023-07-26","01:18:58","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3297.jpg"
"379"," photos","2023-07-26","01:19:04","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3298.jpg"
"380"," photos","2023-07-26","01:19:18","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3299.jpg"
"381"," photos","2023-07-26","01:19:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3300.jpg"
"382"," photos","2023-07-26","01:19:48","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3301.jpg"
"383"," photos","2023-07-26","01:19:54","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3302.jpg"
"384"," photos","2023-07-26","01:20:42","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3303.jpg"
"385"," photos","2023-07-26","01:20:46","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3304.jpg"
"386"," photos","2023-07-26","01:21:28","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3305.jpg"
"387"," photos","2023-07-26","01:22:26","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3306.jpg"
"388"," photos","2023-07-26","10:28:14","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3307.jpg"
"389"," photos","2023-07-26","01:22:34","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3308.jpg"
"390"," photos","2023-07-26","10:27:50","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3309.jpg"
"391"," photos","2023-07-26","01:22:42","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3310.jpg"
"392"," photos","2023-07-26","01:22:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3311.jpg"
"393"," photos","2023-07-26","01:22:56","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3312.jpg"
"394"," photos","2023-07-26","01:23:50","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3313.jpg"
"395"," photos","2023-07-26","01:24:08","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3314.jpg"
"396"," photos","2023-07-26","10:27:21","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3315.jpg"
"397"," photos","2023-07-26","01:24:18","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3316.jpg"
"398"," photos","2023-07-26","01:24:24","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3317.jpg"
"399"," photos","2023-07-26","01:24:30","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3318.jpg"
"400"," photos","2023-07-26","01:24:34","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3319.jpg"
"401"," photos","2023-07-26","01:24:38","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3320.jpg"
"402"," photos","2023-07-26","01:24:42","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3321.jpg"
"403"," photos","2023-07-26","01:24:56","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3322.jpg"
"404"," photos","2023-07-26","01:26:36","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3323.jpg"
"405"," photos","2023-07-26","01:26:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3324.jpg"
"406"," photos","2023-07-26","10:29:38","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3325.jpg"
"407"," photos","2023-07-26","01:27:28","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3326.jpg"
"408"," photos","2023-07-26","01:27:48","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3327.jpg"
"409"," photos","2023-07-26","01:27:54","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3328.jpg"
"410"," photos","2023-07-26","01:28:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3329.jpg"
"411"," photos","2023-07-26","01:28:22","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3330.jpg"
"412"," photos","2023-07-26","01:28:58","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3331.jpg"
"413"," photos","2023-07-26","01:29:18","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3332.jpg"
"414"," photos","2023-07-26","01:29:28","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3333.jpg"
"415"," photos","2023-07-26","01:29:32","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3334.jpg"
"416"," photos","2023-07-26","01:29:36","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3335.jpg"
"417"," photos","2023-07-26","01:29:40","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3336.jpg"
"418"," photos","2023-07-26","01:29:54","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3337.jpg"
"419"," photos","2023-07-26","01:30:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3338.jpg"
"420"," photos","2023-07-26","01:30:04","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3339.jpg"
"421"," photos","2023-07-26","01:31:02","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3340.jpg"
"422"," photos","2023-07-26","01:31:06","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3341.jpg"
"423"," photos","2023-07-26","01:31:36","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3342.jpg"
"424"," photos","2023-07-26","01:31:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3343.jpg"
"425"," photos","2023-07-26","01:32:38","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3344.jpg"
"426"," photos","2023-07-26","01:32:42","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3345.jpg"
"427"," photos","2023-07-26","01:32:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3346.jpg"
"428"," photos","2023-07-26","01:32:58","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3347.jpg"
"429"," photos","2023-07-26","01:33:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3348.jpg"
"430"," photos","2023-07-26","01:33:20","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3349.jpg"
"431"," photos","2023-07-26","01:33:34","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3350.jpg"
"432"," photos","2023-07-26","01:33:38","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/26 July 2023 flir monthly/FLIR3351.jpg"
